reactions,metabolites,metabolitestotal,gpr,genes
rxn05599,Lcyst_e,Lcyst,ZMO1262 and ZMO1263 and ZMO1261,ZMO1261
rxn05620,cpd11575_e0,cpd11575,ZMO1261 and ZMO1262 and ZMO1263,ZMO1262
rxn05620,cpd11575_e0,cpd11575,ZMO1261 and ZMO1262 and ZMO1263,ZMO1263
rxn05620,cpd11575_e0,cpd11575,ZMO1261 and ZMO1262 and ZMO1263,ZMO1261
rxn05732,hdd2coa_c,hdd2coa,ZMO0485,ZMO0485
rxn05733_num1,tsul_c,tsul,ZMO0821,ZMO0821
rxn05733_num1,acser_c,acser,ZMO0821,ZMO0821
rxn05733_num1,trdrd_c,trdrd,ZMO0821,ZMO0821
rxn05814,cpd12232_c0,cpd12232,ZMO0433,ZMO0433
rxn05871_num1,cpd00195_c0,cpd00195,ZMOp33x021,ZMOp33x021
rxn05872_num1,cpd11679_c0,cpd11679,ZMO1236,ZMO1236
rxn05882,cpd11625_c0,cpd11625,ZMO1360,ZMO1360
rxn05937,fdxrd_c,fdxrd,ZMO1753,ZMO1753
rxn05957,suchms_c,suchms,ZMO0676,ZMO0676
rxn06023,apoACP_c,apoACP,ZMO1709,ZMO1709
rxn06060_num1,gthrd_c,gthrd,ZMO0859,ZMO0859
rxn06060_num1,tsul_c,tsul,ZMO0859,ZMO0859
rxn06075_num1,trdrd_c,trdrd,ZMO0443,ZMO0443
rxn06076_num1,trdrd_c,trdrd,ZMO0443,ZMO0443
rxn06077,met__L_c,met__L,ZMO0998 and ZMO1097,ZMO1097
rxn06077,met__L_c,met__L,ZMO0998 and ZMO1097,ZMO0998
rxn06077,trdox_c,trdox,ZMO0998 and ZMO1097,ZMO1097
rxn06077,trdox_c,trdox,ZMO0998 and ZMO1097,ZMO0998
rxn06078,tsul_c,tsul,ZMO0676,ZMO0676
rxn06078,achms_c,achms,ZMO0676,ZMO0676
rxn06078,trdrd_c,trdrd,ZMO0676,ZMO0676
rxn06098_num1,cpd00301_c0,cpd00301,ZMO1917,ZMO1917
rxn06098_num1,pc_SC_c,pc_SC,ZMO1917,ZMO1917
rxn06099,cpd11979_c0,cpd11979,ZMO1649,ZMO1649
rxn06280,tyr__L_c,tyr__L,ZMO1643,ZMO1643
rxn06280,trnatyr_c,trnatyr,ZMO1643,ZMO1643
rxn06297,amet_c,amet,ZMO0855,ZMO0855
rxn06297,cpd11767_c0,cpd11767,ZMO0855,ZMO0855
rxn06300,ala__L_c,ala__L,ZMO0845,ZMO0845
rxn06300,trnaala_c,trnaala,ZMO0845,ZMO0845
rxn06372,amet_c,amet,ZMO1951,ZMO1951
rxn06372,cpd11827_c0,cpd11827,ZMO1951,ZMO1951
rxn06386,accoa_c,accoa,ZMO0657,ZMO0657
rxn06386,cpd12438_c0,cpd12438,ZMO0657,ZMO0657
rxn06432,arg__L_c,arg__L,ZMO0843,ZMO0843
rxn06432,trnaarg_c,trnaarg,ZMO0843,ZMO0843
rxn06434,asn__L_c,asn__L,ZMO0715,ZMO0715
rxn06434,trnaasn_c,trnaasn,ZMO0715,ZMO0715
rxn06435,cys__L_c,cys__L,ZMO0186,ZMO0186
rxn06435,trnacys_c,trnacys,ZMO0186,ZMO0186
rxn06437,gln__L_c,gln__L,ZMO0782 and ZMO0783 and ZMO0784,ZMO0782
rxn06437,gln__L_c,gln__L,ZMO0782 and ZMO0783 and ZMO0784,ZMO0783
rxn06437,gln__L_c,gln__L,ZMO0782 and ZMO0783 and ZMO0784,ZMO0784
rxn06437,glutrna_c,glutrna,ZMO0782 and ZMO0783 and ZMO0784,ZMO0782
rxn06437,glutrna_c,glutrna,ZMO0782 and ZMO0783 and ZMO0784,ZMO0783
rxn06437,glutrna_c,glutrna,ZMO0782 and ZMO0783 and ZMO0784,ZMO0784
rxn06438,gly_c,gly,ZMO1444 and ZMO1446,ZMO1444
rxn06438,gly_c,gly,ZMO1444 and ZMO1446,ZMO1446
rxn06438,trnagly_c,trnagly,ZMO1444 and ZMO1446,ZMO1444
rxn06438,trnagly_c,trnagly,ZMO1444 and ZMO1446,ZMO1446
rxn06439,his__L_c,his__L,ZMO1508,ZMO1508
rxn06439,trnahis_c,trnahis,ZMO1508,ZMO1508
rxn06440,ile__L_c,ile__L,ZMO0323,ZMO0323
rxn06440,trnaile_c,trnaile,ZMO0323,ZMO0323
rxn06441,leu__L_c,leu__L,ZMO1435,ZMO1435
rxn06441,trnaleu_c,trnaleu,ZMO1435,ZMO1435
rxn06442,lys__L_c,lys__L,ZMO0890,ZMO0890
rxn06442,trnalys_c,trnalys,ZMO0890,ZMO0890
rxn06443,met__L_c,met__L,ZMO1092,ZMO1092
rxn06443,trnamet_c,trnamet,ZMO1092,ZMO1092
rxn06444,phe__L_c,phe__L,ZMO1513 and ZMO1514,ZMO1514
rxn06444,phe__L_c,phe__L,ZMO1513 and ZMO1514,ZMO1513
rxn06444,trnaphe_c,trnaphe,ZMO1513 and ZMO1514,ZMO1514
rxn06444,trnaphe_c,trnaphe,ZMO1513 and ZMO1514,ZMO1513
rxn06445,pro__L_c,pro__L,ZMO0460,ZMO0460
rxn06445,trnapro_c,trnapro,ZMO0460,ZMO0460
rxn06446,ser__L_c,ser__L,ZMO0986,ZMO0986
rxn06446,trnaser_c,trnaser,ZMO0986,ZMO0986
rxn06447,thr__L_c,thr__L,ZMO0765,ZMO0765
rxn06447,trnathr_c,trnathr,ZMO0765,ZMO0765
rxn06448,trp__L_c,trp__L,ZMO1640,ZMO1640
rxn06448,trnatrp_c,trnatrp,ZMO1640,ZMO1640
rxn06449,val__L_c,val__L,ZMO1878,ZMO1878
rxn06449,trnaval_c,trnaval,ZMO1878,ZMO1878
rxn06515,amet_c,amet,ZMO1654,ZMO1654
rxn06515,peplys_c,peplys,ZMO1654,ZMO1654
rxn06526,protdt_c,protdt,ZMO1389,ZMO1389
rxn06538,10fthf_c,10fthf,ZMO0811,ZMO0811
rxn06538,mettrna_c,mettrna,ZMO0811,ZMO0811
rxn06570,amet_c,amet,ZMO1654,ZMO1654
rxn06570,cpd12190_c0,cpd12190,ZMO1654,ZMO1654
rxn06672,h2co3_c,h2co3,ZMO0735 and ZMO1868 and ZMO0736,ZMO0735
rxn06672,h2co3_c,h2co3,ZMO0735 and ZMO1868 and ZMO0736,ZMO1868
rxn06672,h2co3_c,h2co3,ZMO0735 and ZMO1868 and ZMO0736,ZMO0736
rxn06672,btnCCP_c,btnCCP,ZMO0735 and ZMO1868 and ZMO0736,ZMO0735
rxn06672,btnCCP_c,btnCCP,ZMO0735 and ZMO1868 and ZMO0736,ZMO1868
rxn06672,btnCCP_c,btnCCP,ZMO0735 and ZMO1868 and ZMO0736,ZMO0736
rxn06673,accoa_c,accoa,ZMO0599 and ZMO0583,ZMO0583
rxn06673,accoa_c,accoa,ZMO0599 and ZMO0583,ZMO0599
rxn06673,cbtnCCP_c,cbtnCCP,ZMO0599 and ZMO0583,ZMO0583
rxn06673,cbtnCCP_c,cbtnCCP,ZMO0599 and ZMO0583,ZMO0599
rxn06728,cmpacna_c,cmpacna,ZMO0855,ZMO0855
rxn06728,cpd12592_c0,cpd12592,ZMO0855,ZMO0855
rxn06735,cmpacna_c,cmpacna,ZMO0855,ZMO0855
rxn06735,cpd12599_c0,cpd12599,ZMO0855,ZMO0855
rxn06750,cmpacna_c,cmpacna,ZMO0855,ZMO0855
rxn06750,cpd02996_c0,cpd02996,ZMO0855,ZMO0855
rxn06759,cmpacna_c,cmpacna,ZMO0855,ZMO0855
rxn06759,cpd12640_c0,cpd12640,ZMO0855,ZMO0855
rxn06804,amet_c,amet,ZMO1654,ZMO1654
rxn06804,cpd12736_c0,cpd12736,ZMO1654,ZMO1654
rxn06805,amet_c,amet,ZMO1654,ZMO1654
rxn06805,Ndmelys_c,Ndmelys,ZMO1654,ZMO1654
rxn06874_num1,n2_c,n2,ZMO1824,ZMO1824
rxn06874_num1,fdxrd_c,fdxrd,ZMO1824,ZMO1824
rxn06936,asp__L_c,asp__L,ZMO0715,ZMO0715
rxn06936,trnaasp_c,trnaasp,ZMO0715,ZMO0715
rxn06937_num1,glu__L_c,glu__L,ZMO1964,ZMO1964
rxn06937_num1,trnaglu_c,trnaglu,ZMO1964,ZMO1964
rxn07056,cpd11636_c0,cpd11636,ZMO0658,ZMO0658
rxn07099_num1,pencil_c,pencil,ZMO0103,ZMO0103
rxn07100,cdpea_c,cdpea,ZMO0828,ZMO0828
rxn07100,ak2g_hs_c,ak2g_hs,ZMO0828,ZMO0828
rxn07181,gthrd_c,gthrd,ZMO0869,ZMO0869
rxn07181,cpd10562_c0,cpd10562,ZMO0869,ZMO0869
rxn07230,cpd13383_c0,cpd13383,ZMO0734,ZMO0734
rxn07261,cpd12606_c0,cpd12606,ZMO0828,ZMO0828
rxn07292,cys__L_c,cys__L,ZMO1834,ZMO1834
rxn07292,cpd14547_c0,cpd14547,ZMO1834,ZMO1834
rxn07312,amet_c,amet,ZMO1755,ZMO1755
rxn07312,cyart_c,cyart,ZMO1755,ZMO1755
rxn07579,cpd14940_c0,cpd14940,ZMO1692,ZMO1692
rxn07670,coucoa_c,coucoa,ZMO0498,ZMO0498
rxn07670,cpd05630_c0,cpd05630,ZMO0498,ZMO0498
rxn07672,coucoa_c,coucoa,ZMO0498,ZMO0498
rxn07672,cpd05546_c0,cpd05546,ZMO0498,ZMO0498
rxn07673,coucoa_c,coucoa,ZMO0498,ZMO0498
rxn07673,cpd15028_c0,cpd15028,ZMO0498,ZMO0498
rxn07720,caffcoa_c,caffcoa,ZMO0498,ZMO0498
rxn07720,cpd05630_c0,cpd05630,ZMO0498,ZMO0498
rxn07721,caffcoa_c,caffcoa,ZMO0498,ZMO0498
rxn07721,cpd05546_c0,cpd05546,ZMO0498,ZMO0498
rxn07734,caffcoa_c,caffcoa,ZMO0498,ZMO0498
rxn07734,cpd15028_c0,cpd15028,ZMO0498,ZMO0498
rxn07841,dmpp_c,dmpp,ZMO1006,ZMO1006
rxn07842,dmpp_c,dmpp,ZMO1006,ZMO1006
rxn07875,cpd01061_c0,cpd01061,ZMO1407,ZMO1407
rxn07876,cpd06739_c0,cpd06739,ZMO1407,ZMO1407
rxn07885,cpd08238_c0,cpd08238,ZMO1407,ZMO1407
rxn07987,3ocddec5eACP_c,3ocddec5eACP,ZMO1222,ZMO1222
rxn07989,3ocmrs7eACP_c,3ocmrs7eACP,ZMO1222,ZMO1222
rxn07991,3ocpalm9eACP_c,3ocpalm9eACP,ZMO1222,ZMO1222
rxn07992,3ooctdACP_c,3ooctdACP,ZMO1222,ZMO1222
rxn07993,3ocvac11eACP_c,3ocvac11eACP,ZMO1222,ZMO1222
rxn07997,malACP_c,malACP,ZMO1278,ZMO1278
rxn07997,cdec3eACP_c,cdec3eACP,ZMO1278,ZMO1278
rxn07998,malACP_c,malACP,ZMO1278,ZMO1278
rxn07998,cddec5eACP_c,cddec5eACP,ZMO1278,ZMO1278
rxn08000,malACP_c,malACP,ZMO1278,ZMO1278
rxn08000,tdeACP_c,tdeACP,ZMO1278,ZMO1278
rxn08001,malACP_c,malACP,ZMO1278,ZMO1278
rxn08001,palmACP_c,palmACP,ZMO1278,ZMO1278
rxn08002,malACP_c,malACP,ZMO1278,ZMO1278
rxn08002,hdeACP_c,hdeACP,ZMO1278,ZMO1278
rxn08044,acmum6p_c,acmum6p,ZMO1294,ZMO1294
rxn08075,anhgm3p_p,anhgm3p,ZMO0581,ZMO0581
rxn08080,anhgm_c,anhgm,ZMO1171,ZMO1171
rxn08083_num1,ddcaACP_c,ddcaACP,ZMO0419,ZMO0419
rxn08083_num1,1ddecg3p_c,1ddecg3p,ZMO0419,ZMO0419
rxn08084_num1,myrsACP_c,myrsACP,ZMO0419,ZMO0419
rxn08084_num1,1tdecg3p_c,1tdecg3p,ZMO0419,ZMO0419
rxn08085_num1,tdeACP_c,tdeACP,ZMO0419,ZMO0419
rxn08085_num1,1tdec7eg3p_c,1tdec7eg3p,ZMO0419,ZMO0419
rxn08086_num1,palmACP_c,palmACP,ZMO0099,ZMO0099
rxn08086_num1,1hdecg3p_c,1hdecg3p,ZMO0099,ZMO0099
rxn08087_num1,hdeACP_c,hdeACP,ZMO0099,ZMO0099
rxn08087_num1,1hdec9eg3p_c,1hdec9eg3p,ZMO0099,ZMO0099
rxn08088_num1,cpd15268_c0,cpd15268,ZMO0419,ZMO0419
rxn08088_num1,1odecg3p_c,1odecg3p,ZMO0419,ZMO0419
rxn08089_num1,octeACP_c,octeACP,ZMO0419,ZMO0419
rxn08089_num1,1odec11eg3p_c,1odec11eg3p,ZMO0419,ZMO0419
rxn08103_num1,pydx5p_c,pydx5p,ZMO1347,ZMO1347
rxn08103_num1,ala__L_c,ala__L,ZMO1347,ZMO1347
rxn08131,air_c,air,ZMO0172,ZMO0172
rxn08136,anhm_c,anhm,ZMO1642,ZMO1642
rxn08154,arg__L_c,arg__L,ZMO1973,ZMO1973
rxn08168,asp__L_c,asp__L,ZMO0144,ZMO0144
rxn08168,fum_c,fum,ZMO0144,ZMO0144
rxn08180,amet_c,amet,ZMO0094,ZMO0094
rxn08180,s_c,s,ZMO0094,ZMO0094
rxn08180,dtbt_c,dtbt,ZMO0094,ZMO0094
rxn08181,butso3_p,butso3,ZMO1262 and ZMO1263 and ZMO1261,ZMO1262
rxn08181,butso3_p,butso3,ZMO1262 and ZMO1263 and ZMO1261,ZMO1263
rxn08181,butso3_p,butso3,ZMO1262 and ZMO1263 and ZMO1261,ZMO1261
rxn08306,pa120_c,pa120,ZMO1151,ZMO1151
rxn08307,pa140_c,pa140,ZMO1151,ZMO1151
rxn08308,pa141_c,pa141,ZMO1151,ZMO1151
rxn08309,pa160_c,pa160,ZMO1151,ZMO1151
rxn08310,pa161_c,pa161,ZMO1151,ZMO1151
rxn08311,pa180_c,pa180,ZMO1151,ZMO1151
rxn08312,pa181_c,pa181,ZMO1151,ZMO1151
rxn08352,h2mb4p_c,h2mb4p,ZMO0875,ZMO0875
rxn08386,t3c5ddeceACP_c,t3c5ddeceACP,ZMO1692,ZMO1692
rxn08390,t3c7mrseACP_c,t3c7mrseACP,ZMO1692,ZMO1692
rxn08392,tpalm2eACP_c,tpalm2eACP,ZMO1692,ZMO1692
rxn08393,tpalm2eACP_c,tpalm2eACP,ZMO1692,ZMO1692
rxn08394,t3c9palmeACP_c,t3c9palmeACP,ZMO1692,ZMO1692
rxn08398,t3c11vaceACP_c,t3c11vaceACP,ZMO1692,ZMO1692
rxn08423,etha_p,etha,ZMO1378,ZMO1378
rxn08425,ethso3_p,ethso3,ZMO1261 and ZMO1262 and ZMO1263,ZMO1262
rxn08425,ethso3_p,ethso3,ZMO1261 and ZMO1262 and ZMO1263,ZMO1263
rxn08425,ethso3_p,ethso3,ZMO1261 and ZMO1262 and ZMO1263,ZMO1261
rxn08438,ocACP_c,ocACP,ZMO1302,ZMO1302
rxn08521,ribflv_c,ribflv,ZMO0914,ZMO0914
rxn08546,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1195
rxn08546,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1900
rxn08546,ddcaACP_c,ddcaACP,ZMO1195 and ZMO1900,ZMO1195
rxn08546,ddcaACP_c,ddcaACP,ZMO1195 and ZMO1900,ZMO1900
rxn08547,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1195
rxn08547,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1900
rxn08547,myrsACP_c,myrsACP,ZMO1195 and ZMO1900,ZMO1195
rxn08547,myrsACP_c,myrsACP,ZMO1195 and ZMO1900,ZMO1900
rxn08548,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1195
rxn08548,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1900
rxn08548,tdeACP_c,tdeACP,ZMO1195 and ZMO1900,ZMO1195
rxn08548,tdeACP_c,tdeACP,ZMO1195 and ZMO1900,ZMO1900
rxn08549,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1195
rxn08549,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1900
rxn08549,palmACP_c,palmACP,ZMO1195 and ZMO1900,ZMO1195
rxn08549,palmACP_c,palmACP,ZMO1195 and ZMO1900,ZMO1900
rxn08550,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1195
rxn08550,glyc3p_c,glyc3p,ZMO1195 and ZMO1900,ZMO1900
rxn08550,hdeACP_c,hdeACP,ZMO1195 and ZMO1900,ZMO1195
rxn08550,hdeACP_c,hdeACP,ZMO1195 and ZMO1900,ZMO1900
rxn08551,glyc3p_c,glyc3p,ZMO1900 and ZMO1195,ZMO1195
rxn08551,glyc3p_c,glyc3p,ZMO1900 and ZMO1195,ZMO1900
rxn08551,cpd15268_c0,cpd15268,ZMO1900 and ZMO1195,ZMO1195
rxn08551,cpd15268_c0,cpd15268,ZMO1900 and ZMO1195,ZMO1900
rxn08552,glyc3p_c,glyc3p,ZMO1900 and ZMO1195,ZMO1195
rxn08552,glyc3p_c,glyc3p,ZMO1900 and ZMO1195,ZMO1900
rxn08552,octeACP_c,octeACP,ZMO1900 and ZMO1195,ZMO1195
rxn08552,octeACP_c,octeACP,ZMO1900 and ZMO1195,ZMO1900
rxn08608_q10,glc__D_p,glc__D,ZMO0558,ZMO0558
rxn08608_q10,q10_c,q10,ZMO0558,ZMO0558
rxn08609,glcn_p,glcn,ZMO1756,ZMO1756
rxn08668,g3ps_c,g3ps,ZMO0168,ZMO0168
rxn08756,h2mb4p_c,h2mb4p,ZMO0875,ZMO0875
rxn08758,isetac_p,isetac,ZMO1261 and ZMO1263 and ZMO1262,ZMO1262
rxn08758,isetac_p,isetac,ZMO1261 and ZMO1263 and ZMO1262,ZMO1263
rxn08758,isetac_p,isetac,ZMO1261 and ZMO1263 and ZMO1262,ZMO1261
rxn08760,kdo2lipid4_c,kdo2lipid4,ZMO0276 and ZMO0275 and ZMO0277 and ZMO1393 and ZMO1394,ZMO1394
rxn08760,kdo2lipid4_c,kdo2lipid4,ZMO0276 and ZMO0275 and ZMO0277 and ZMO1393 and ZMO1394,ZMO0276
rxn08760,kdo2lipid4_c,kdo2lipid4,ZMO0276 and ZMO0275 and ZMO0277 and ZMO1393 and ZMO1394,ZMO1393
rxn08760,kdo2lipid4_c,kdo2lipid4,ZMO0276 and ZMO0275 and ZMO0277 and ZMO1393 and ZMO1394,ZMO0275
rxn08760,kdo2lipid4_c,kdo2lipid4,ZMO0276 and ZMO0275 and ZMO0277 and ZMO1393 and ZMO1394,ZMO0277
rxn08796,1ddecg3p_c,1ddecg3p,ZMOp39x018,ZMOp39x018
rxn08797,1tdecg3p_c,1tdecg3p,ZMOp39x018,ZMOp39x018
rxn08798,1tdec7eg3p_c,1tdec7eg3p,ZMOp39x018,ZMOp39x018
rxn08799,1hdecg3p_c,1hdecg3p,ZMOp39x018,ZMOp39x018
rxn08800,1hdec9eg3p_c,1hdec9eg3p,ZMOp39x018,ZMOp39x018
rxn08801,1odecg3p_c,1odecg3p,ZMOp39x018,ZMOp39x018
rxn08802,1odec11eg3p_c,1odec11eg3p,ZMOp39x018,ZMOp39x018
rxn08817,2ddecg3p_c,2ddecg3p,ZMOp39x018,ZMOp39x018
rxn08818,2tdecg3p_c,2tdecg3p,ZMOp39x018,ZMOp39x018
rxn08819,2tdec7eg3p_c,2tdec7eg3p,ZMOp39x018,ZMOp39x018
rxn08820,2hdecg3p_c,2hdecg3p,ZMOp39x018,ZMOp39x018
rxn08821,2hdec9eg3p_c,2hdec9eg3p,ZMOp39x018,ZMOp39x018
rxn08822,2odecg3p_c,2odecg3p,ZMOp39x018,ZMOp39x018
rxn08823,2odec11eg3p_c,2odec11eg3p,ZMOp39x018,ZMOp39x018
rxn08838,2agpe120_c,2agpe120,ZMOp39x018,ZMOp39x018
rxn08839,2agpe140_c,2agpe140,ZMOp39x018,ZMOp39x018
rxn08840,2agpe141_c,2agpe141,ZMOp39x018,ZMOp39x018
rxn08841,2agpe160_c,2agpe160,ZMOp39x018,ZMOp39x018
rxn08842,2agpe161_c,2agpe161,ZMOp39x018,ZMOp39x018
