reactions,metabolites,metabolitestotal,gpr,genes
rxn05341_reverse_num3,3ooctACP_c,3ooctACP,ZMO1222,ZMO1222
rxn05341_reverse_num4,3ooctACP_c,3ooctACP,ZMOp33x016,ZMOp33x016
rxn05341_reverse_num5,3ooctACP_c,3ooctACP,ZMO0090,ZMO0090
rxn05342_reverse_num2,3omrsACP_c,3omrsACP,ZMO1222,ZMO1222
rxn05342_reverse_num3,3omrsACP_c,3omrsACP,ZMO1946,ZMO1946
rxn05342_reverse_num4,3omrsACP_c,3omrsACP,ZMO0090,ZMO0090
rxn05342_reverse_num5,3omrsACP_c,3omrsACP,ZMOp33x016,ZMOp33x016
rxn05360_reverse_num2,cpd11497_c0,cpd11497,ZMO1946,ZMO1946
rxn05360_reverse_num3,cpd11497_c0,cpd11497,ZMO0318,ZMO0318
rxn05360_reverse_num4,cpd11497_c0,cpd11497,ZMO0090,ZMO0090
rxn05360_reverse_num5,cpd11497_c0,cpd11497,ZMOp33x016,ZMOp33x016
rxn05364_reverse_num2,cpd11501_c0,cpd11501,ZMOp33x016,ZMOp33x016
rxn05364_reverse_num3,cpd11501_c0,cpd11501,ZMO1222,ZMO1222
rxn05364_reverse_num4,cpd11501_c0,cpd11501,ZMO1946,ZMO1946
rxn05364_reverse_num5,cpd11501_c0,cpd11501,ZMO0318,ZMO0318
rxn05368_reverse_num2,cpd11505_c0,cpd11505,ZMO1946,ZMO1946
rxn05368_reverse_num3,cpd11505_c0,cpd11505,ZMO0318,ZMO0318
rxn05368_reverse_num4,cpd11505_c0,cpd11505,ZMO0090,ZMO0090
rxn05368_reverse_num5,cpd11505_c0,cpd11505,ZMOp33x016,ZMOp33x016
rxn05372_reverse_num2,cpd11509_c0,cpd11509,ZMO0090,ZMO0090
rxn05372_reverse_num3,cpd11509_c0,cpd11509,ZMO0318,ZMO0318
rxn05372_reverse_num4,cpd11509_c0,cpd11509,ZMO1946,ZMO1946
rxn05372_reverse_num5,cpd11509_c0,cpd11509,ZMO1222,ZMO1222
rxn05376_reverse_num2,cpd11513_c0,cpd11513,ZMO0090,ZMO0090
rxn05376_reverse_num3,cpd11513_c0,cpd11513,ZMO0318,ZMO0318
rxn05376_reverse_num4,cpd11513_c0,cpd11513,ZMO1946,ZMO1946
rxn05376_reverse_num5,cpd11513_c0,cpd11513,ZMO1222,ZMO1222
rxn05380_reverse_num2,cpd11517_c0,cpd11517,ZMO1222,ZMO1222
rxn05380_reverse_num3,cpd11517_c0,cpd11517,ZMO1946,ZMO1946
rxn05380_reverse_num4,cpd11517_c0,cpd11517,ZMO0090,ZMO0090
rxn05380_reverse_num5,cpd11517_c0,cpd11517,ZMOp33x016,ZMOp33x016
rxn05385_reverse_num2,cpd11522_c0,cpd11522,ZMOp33x016,ZMOp33x016
rxn05385_reverse_num3,cpd11522_c0,cpd11522,ZMO1222,ZMO1222
rxn05385_reverse_num4,cpd11522_c0,cpd11522,ZMO1946,ZMO1946
rxn05385_reverse_num5,cpd11522_c0,cpd11522,ZMO0318,ZMO0318
rxn05389_reverse_num2,cpd11526_c0,cpd11526,ZMOp33x016,ZMOp33x016
rxn05389_reverse_num3,cpd11526_c0,cpd11526,ZMO1222,ZMO1222
rxn05389_reverse_num4,cpd11526_c0,cpd11526,ZMO1946,ZMO1946
rxn05389_reverse_num5,cpd11526_c0,cpd11526,ZMO0318,ZMO0318
rxn05393_reverse_num2,cpd11530_c0,cpd11530,ZMO1946,ZMO1946
rxn05393_reverse_num3,cpd11530_c0,cpd11530,ZMO1222,ZMO1222
rxn05393_reverse_num4,cpd11530_c0,cpd11530,ZMOp33x016,ZMOp33x016
rxn05393_reverse_num5,cpd11530_c0,cpd11530,ZMO0090,ZMO0090
rxn05397_reverse_num2,cpd11534_c0,cpd11534,ZMOp33x016,ZMOp33x016
rxn05397_reverse_num3,cpd11534_c0,cpd11534,ZMO1222,ZMO1222
rxn05397_reverse_num4,cpd11534_c0,cpd11534,ZMO1946,ZMO1946
rxn05397_reverse_num5,cpd11534_c0,cpd11534,ZMO0318,ZMO0318
rxn05401_reverse_num2,cpd11538_c0,cpd11538,ZMO0090,ZMO0090
rxn05401_reverse_num3,cpd11538_c0,cpd11538,ZMO0318,ZMO0318
rxn05401_reverse_num4,cpd11538_c0,cpd11538,ZMO1946,ZMO1946
rxn05401_reverse_num5,cpd11538_c0,cpd11538,ZMO1222,ZMO1222
rxn05405_reverse_num2,cpd11542_c0,cpd11542,ZMO1946,ZMO1946
rxn05405_reverse_num3,cpd11542_c0,cpd11542,ZMO0318,ZMO0318
rxn05405_reverse_num4,cpd11542_c0,cpd11542,ZMO0090,ZMO0090
rxn05405_reverse_num5,cpd11542_c0,cpd11542,ZMOp33x016,ZMOp33x016
rxn05410_reverse_num2,cpd11547_c0,cpd11547,ZMOp33x016,ZMOp33x016
rxn05410_reverse_num3,cpd11547_c0,cpd11547,ZMO0318,ZMO0318
rxn05410_reverse_num4,cpd11547_c0,cpd11547,ZMO1222,ZMO1222
rxn05410_reverse_num5,cpd11547_c0,cpd11547,ZMO1946,ZMO1946
rxn05414_reverse_num2,cpd11551_c0,cpd11551,ZMO1946,ZMO1946
rxn05414_reverse_num3,cpd11551_c0,cpd11551,ZMO1222,ZMO1222
rxn05414_reverse_num4,cpd11551_c0,cpd11551,ZMOp33x016,ZMOp33x016
rxn05414_reverse_num5,cpd11551_c0,cpd11551,ZMO0090,ZMO0090
rxn05418_reverse_num2,cpd11555_c0,cpd11555,ZMO0090,ZMO0090
rxn05418_reverse_num3,cpd11555_c0,cpd11555,ZMO0318,ZMO0318
rxn05418_reverse_num4,cpd11555_c0,cpd11555,ZMO1946,ZMO1946
rxn05418_reverse_num5,cpd11555_c0,cpd11555,ZMO1222,ZMO1222
rxn05422_reverse_num2,cpd11559_c0,cpd11559,ZMO1946,ZMO1946
rxn05422_reverse_num3,cpd11559_c0,cpd11559,ZMO1222,ZMO1222
rxn05422_reverse_num4,cpd11559_c0,cpd11559,ZMOp33x016,ZMOp33x016
rxn05422_reverse_num5,cpd11559_c0,cpd11559,ZMO0090,ZMO0090
rxn05426_reverse_num2,cpd11563_c0,cpd11563,ZMO0090,ZMO0090
rxn05426_reverse_num3,cpd11563_c0,cpd11563,ZMO1946,ZMO1946
rxn05426_reverse_num4,cpd11563_c0,cpd11563,ZMO1222,ZMO1222
rxn05426_reverse_num5,cpd11563_c0,cpd11563,ZMO0318,ZMO0318
rxn05430_reverse_num2,cpd11567_c0,cpd11567,ZMOp33x016,ZMOp33x016
rxn05430_reverse_num3,cpd11567_c0,cpd11567,ZMO0318,ZMO0318
rxn05430_reverse_num4,cpd11567_c0,cpd11567,ZMO1222,ZMO1222
rxn05430_reverse_num5,cpd11567_c0,cpd11567,ZMO1946,ZMO1946
rxn05461_reverse_num2,cpd11571_c0,cpd11571,ZMOp33x016,ZMOp33x016
rxn05461_reverse_num3,cpd11571_c0,cpd11571,ZMO0318,ZMO0318
rxn05461_reverse_num4,cpd11571_c0,cpd11571,ZMO1222,ZMO1222
rxn05461_reverse_num5,cpd11571_c0,cpd11571,ZMO1946,ZMO1946
rxn05871_reverse_num2,cpd11616_c0,cpd11616,ZMO1236,ZMO1236
rxn05871_reverse_num3,cpd11616_c0,cpd11616,ZMO1596,ZMO1596
rxn05872_reverse_num2,cpd11733_c0,cpd11733,ZMO1596,ZMO1596
rxn05872_reverse_num3,cpd11733_c0,cpd11733,ZMOp33x021,ZMOp33x021
rxn06060_reverse_num2,gthox_c,gthox,ZMO1022,ZMO1022
rxn06060_reverse_num3,gthox_c,gthox,ZMO0427,ZMO0427
rxn06098_reverse_num2,cpd02601_c0,cpd02601,ZMO1270,ZMO1270
rxn06098_reverse_num2,cpd11979_c0,cpd11979,ZMO1270,ZMO1270
rxn10199_reverse_num2,udcpdp_c,udcpdp,ZMO0197,ZMO0197
rxn10199_reverse_num2,cpd15665_c0,cpd15665,ZMO0197,ZMO0197
rxn11599_reverse_num2,peng_c,peng,ZMO0103,ZMO0103
rxn11809_reverse_num2,cpd16365_c0,cpd16365,ZMO1236,ZMO1236
rxn11809_reverse_num3,cpd16365_c0,cpd16365,ZMOp33x021,ZMOp33x021
rxn11834_reverse_num2,cpd16396_c0,cpd16396,ZMO1596,ZMO1596
rxn11834_reverse_num3,cpd16396_c0,cpd16396,ZMO1236,ZMO1236
rxn11838_reverse_num2,cpd16402_c0,cpd16402,ZMO1596,ZMO1596
rxn11838_reverse_num3,cpd16402_c0,cpd16402,ZMO1236,ZMO1236
rxn12636_reverse_num2,ala__L_c,ala__L,ZMO1309,ZMO1309
rxn12636_reverse_num2,met__L_c,met__L,ZMO1309,ZMO1309
rxn12636_reverse_num3,ala__L_c,ala__L,ZMO1345,ZMO1345
rxn12636_reverse_num3,met__L_c,met__L,ZMO1345,ZMO1345
rxn12636_reverse_num4,ala__L_c,ala__L,ZMO0806,ZMO0806
rxn12636_reverse_num4,met__L_c,met__L,ZMO0806,ZMO0806
rxn14054_reverse_num2,cpd04017_c0,cpd04017,ZMO1236,ZMO1236
rxn14054_reverse_num3,cpd04017_c0,cpd04017,ZMO1596,ZMO1596
rxn14089_reverse_num2,cpd15064_c0,cpd15064,ZMO1596,ZMO1596
rxn14089_reverse_num3,cpd15064_c0,cpd15064,ZMO1236,ZMO1236
rxn30415_reverse_num2,ind3ac_c,ind3ac,ZMO1439,ZMO1439
rxn01352_reverse_num2,dgsn_c,dgsn,ZMO0842,ZMO0842
rxn09016_reverse_num2,gsn_c,gsn,ZMO0842,ZMO0842
